t_wall_s,step,x_m,y_m,yaw_deg,v_mps,w_radps,v_cmd_mps,w_cmd_radps,goal_dist_m,min_clearance_m,collided
50.652,466,310.122,311.849,48.510,8.900,0.000,8.900,0.000,903.704,90.050,0
50.761,467,310.712,312.516,48.510,8.900,0.000,8.900,0.000,902.815,90.660,0
50.869,468,311.301,313.183,48.510,8.900,0.000,8.900,0.000,901.927,91.271,0
50.978,469,311.891,313.849,48.510,8.900,0.000,8.900,0.000,901.039,91.882,0
51.088,470,312.480,314.516,48.510,8.900,0.000,8.900,0.000,900.151,92.494,0
51.196,471,313.070,315.183,48.510,8.900,0.000,8.900,0.000,899.262,93.106,0
51.305,472,313.660,315.849,48.510,8.900,0.000,8.900,0.000,898.374,93.719,0
51.415,473,314.249,316.516,48.510,8.900,0.000,8.900,0.000,897.486,94.332,0
51.522,474,314.839,317.183,48.510,8.900,0.000,8.900,0.000,896.598,94.945,0
51.632,475,315.428,317.849,48.510,8.900,0.000,8.900,0.000,895.710,95.559,0
51.742,476,316.018,318.516,48.510,8.900,0.000,8.900,0.000,894.821,96.174,0
51.848,477,316.608,319.183,48.510,8.900,0.000,8.900,0.000,893.933,96.789,0
51.957,478,317.197,319.849,48.510,8.900,0.000,8.900,0.000,893.045,97.404,0
52.066,479,317.787,320.516,48.510,8.900,0.000,8.900,0.000,892.157,98.020,0
52.173,480,318.376,321.183,48.510,8.900,0.000,8.900,0.000,891.268,98.636,0
52.283,481,318.966,321.849,48.510,8.900,0.000,8.900,0.000,890.380,99.253,0
52.392,482,319.556,322.516,48.510,8.900,0.000,8.900,0.000,889.492,99.870,0
52.501,483,320.145,323.183,48.510,8.900,0.000,8.900,0.000,888.604,100.487,0
52.612,484,320.735,323.849,48.510,8.900,0.000,8.900,0.000,887.716,101.105,0
52.722,485,321.325,324.516,48.510,8.900,0.000,8.900,0.000,886.827,101.723,0
52.831,486,321.914,325.183,48.510,8.900,0.000,8.900,0.000,885.939,102.342,0
52.941,487,322.504,325.849,48.510,8.900,0.000,8.900,0.000,885.051,102.961,0
53.051,488,323.093,326.516,48.510,8.900,0.000,8.900,0.000,884.163,103.581,0
53.160,489,323.683,327.183,48.510,8.900,0.000,8.900,0.000,883.275,104.200,0
53.270,490,324.273,327.849,48.510,8.900,0.000,8.900,0.000,882.387,104.820,0
53.379,491,324.862,328.516,48.510,8.900,0.000,8.900,0.000,881.498,105.441,0
53.486,492,325.452,329.183,48.510,8.900,0.000,8.900,0.000,880.610,106.062,0
53.596,493,326.041,329.850,48.510,8.900,0.000,8.900,0.000,879.722,106.683,0
53.705,494,326.631,330.516,48.510,8.900,0.000,8.900,0.000,878.834,107.305,0
53.814,495,327.221,331.183,48.510,8.900,0.000,8.900,0.000,877.946,107.927,0
53.924,496,327.810,331.850,48.510,8.900,0.000,8.900,0.000,877.058,108.549,0
54.033,497,328.400,332.516,48.510,8.900,0.000,8.900,0.000,876.169,109.171,0
54.142,498,328.989,333.183,48.510,8.900,0.000,8.900,0.000,875.281,109.794,0
54.251,499,329.579,333.850,48.510,8.900,0.000,8.900,0.000,874.393,110.417,0
54.359,500,330.169,334.516,48.510,8.900,0.000,8.900,0.000,873.505,111.041,0
54.467,501,330.758,335.183,48.510,8.900,0.000,8.900,0.000,872.617,111.665,0
54.578,502,331.348,335.850,48.510,8.900,0.000,8.900,0.000,871.729,112.289,0
54.688,503,331.938,336.516,48.510,8.900,0.000,8.900,0.000,870.841,112.913,0
54.796,504,332.527,337.183,48.510,8.900,0.000,8.900,0.000,869.953,113.538,0
54.907,505,333.117,337.850,48.510,8.900,0.000,8.900,0.000,869.064,114.163,0
55.015,506,333.706,338.516,48.510,8.900,0.000,8.900,0.000,868.176,114.789,0
55.123,507,334.296,339.183,48.510,8.900,0.000,8.900,0.000,867.288,115.414,0
55.232,508,334.886,339.850,48.510,8.900,0.000,8.900,0.000,866.400,116.040,0
55.341,509,335.475,340.516,48.510,8.900,0.000,8.900,0.000,865.512,116.666,0
55.451,510,336.065,341.183,48.510,8.900,0.000,8.900,0.000,864.624,117.293,0
55.559,511,336.654,341.850,48.510,8.900,0.000,8.900,0.000,863.736,117.920,0
55.668,512,337.244,342.516,48.510,8.900,0.000,8.900,0.000,862.848,118.547,0
55.776,513,337.834,343.183,48.510,8.900,0.000,8.900,0.000,861.960,119.174,0
55.886,514,338.423,343.850,48.510,8.900,0.000,8.900,0.000,861.072,119.802,0
55.996,515,339.013,344.516,48.510,8.900,0.000,8.900,0.000,860.183,120.429,0
56.104,516,339.602,345.183,48.510,8.900,0.000,8.900,0.000,859.295,121.057,0
56.213,517,340.192,345.850,48.510,8.900,0.000,8.900,0.000,858.407,121.686,0
56.323,518,340.782,346.516,48.510,8.900,0.000,8.900,0.000,857.519,122.314,0
56.431,519,341.371,347.183,48.510,8.900,0.000,8.900,0.000,856.631,122.943,0
56.540,520,341.961,347.850,48.510,8.900,0.000,8.900,0.000,855.743,123.572,0
56.649,521,342.550,348.517,48.510,8.900,0.000,8.900,0.000,854.855,124.202,0
56.759,522,343.140,349.183,48.510,8.900,0.000,8.900,0.000,853.967,124.831,0
56.869,523,343.730,349.850,48.510,8.900,0.000,8.900,0.000,853.079,125.461,0
56.978,524,344.319,350.517,48.510,8.900,0.000,8.900,0.000,852.191,126.091,0
57.085,525,344.909,351.183,48.510,8.900,0.000,8.900,0.000,851.303,126.721,0
57.194,526,345.499,351.850,48.510,8.900,0.000,8.900,0.000,850.415,127.352,0
57.304,527,346.088,352.517,48.510,8.900,0.000,8.900,0.000,849.527,127.982,0
57.414,528,346.678,353.183,48.510,8.900,0.000,8.900,0.000,848.639,128.613,0
57.522,529,347.267,353.850,48.510,8.900,0.000,8.900,0.000,847.751,129.244,0
57.633,530,347.857,354.517,48.510,8.900,0.000,8.900,0.000,846.863,129.876,0
57.743,531,348.447,355.183,48.510,8.900,0.000,8.900,0.000,845.975,130.507,0
57.853,532,349.036,355.850,48.510,8.900,0.000,8.900,0.000,845.087,131.139,0
57.963,533,349.626,356.517,48.510,8.900,0.000,8.900,0.000,844.199,131.771,0
58.072,534,350.215,357.183,48.510,8.900,0.000,8.900,0.000,843.311,132.403,0
58.181,535,350.805,357.850,48.510,8.900,0.000,8.900,0.000,842.423,133.035,0
58.289,536,351.395,358.517,48.510,8.900,0.000,8.900,0.000,841.535,133.668,0
58.398,537,351.989,359.179,48.129,8.900,-0.067,8.900,-0.067,840.646,134.301,0
58.506,538,352.583,359.842,48.129,8.900,0.000,8.900,0.000,839.758,134.929,0
58.614,539,353.177,360.505,48.129,8.900,0.000,8.900,0.000,838.870,135.557,0
58.722,540,353.771,361.168,48.129,8.900,0.000,8.900,0.000,837.981,136.185,0
58.831,541,354.365,361.830,48.129,8.900,0.000,8.900,0.000,837.093,136.814,0
58.939,542,354.959,362.493,48.129,8.900,0.000,8.900,0.000,836.205,137.443,0
59.049,543,355.553,363.156,48.129,8.900,0.000,8.900,0.000,835.316,138.072,0
59.160,544,356.147,363.819,48.129,8.900,0.000,8.900,0.000,834.428,138.701,0
59.267,545,356.741,364.481,48.129,8.900,0.000,8.900,0.000,833.540,139.330,0
59.378,546,357.335,365.144,48.129,8.900,0.000,8.900,0.000,832.651,139.960,0
59.487,547,357.929,365.807,48.129,8.900,0.000,8.900,0.000,831.763,140.590,0
59.597,548,358.523,366.469,48.129,8.900,0.000,8.900,0.000,830.875,141.220,0
59.706,549,359.117,367.132,48.129,8.900,0.000,8.900,0.000,829.986,141.850,0
59.815,550,359.711,367.795,48.129,8.900,0.000,8.900,0.000,829.098,142.480,0
59.923,551,360.305,368.458,48.129,8.900,0.000,8.900,0.000,828.210,143.111,0
60.034,552,360.899,369.120,48.129,8.900,0.000,8.900,0.000,827.321,143.741,0
60.143,553,361.493,369.783,48.129,8.900,0.000,8.900,0.000,826.433,144.372,0
60.251,554,362.087,370.446,48.129,8.900,0.000,8.900,0.000,825.545,145.003,0
60.359,555,362.681,371.109,48.129,8.900,0.000,8.900,0.000,824.656,145.634,0
60.468,556,363.275,371.771,48.129,8.900,0.000,8.900,0.000,823.768,146.265,0
60.577,557,363.870,372.434,48.129,8.900,0.000,8.900,0.000,822.880,146.897,0
60.685,558,364.464,373.097,48.129,8.900,0.000,8.900,0.000,821.992,147.528,0
60.792,559,365.058,373.760,48.129,8.900,0.000,8.900,0.000,821.103,148.160,0
60.901,560,365.652,374.422,48.129,8.900,0.000,8.900,0.000,820.215,148.792,0
61.011,561,366.246,375.085,48.129,8.900,0.000,8.900,0.000,819.327,149.424,0
61.119,562,366.840,375.748,48.129,8.900,0.000,8.900,0.000,818.438,150.056,0
61.228,563,367.434,376.410,48.129,8.900,0.000,8.900,0.000,817.550,150.689,0
61.338,564,368.028,377.073,48.129,8.900,0.000,8.900,0.000,816.662,151.321,0
61.447,565,368.622,377.736,48.129,8.900,0.000,8.900,0.000,815.774,151.954,0
61.556,566,369.216,378.399,48.129,8.900,0.000,8.900,0.000,814.885,152.587,0
61.664,567,369.810,379.061,48.129,8.900,0.000,8.900,0.000,813.997,153.220,0
61.775,568,370.404,379.724,48.129,8.900,0.000,8.900,0.000,813.109,153.853,0
61.883,569,370.998,380.387,48.129,8.900,0.000,8.900,0.000,812.221,154.486,0
61.992,570,371.592,381.050,48.129,8.900,0.000,8.900,0.000,811.332,155.120,0
62.101,571,372.186,381.712,48.129,8.900,0.000,8.900,0.000,810.444,155.753,0
62.212,572,372.780,382.375,48.129,8.900,0.000,8.900,0.000,809.556,156.387,0
62.321,573,373.374,383.038,48.129,8.900,0.000,8.900,0.000,808.668,157.021,0
62.429,574,373.968,383.701,48.129,8.900,0.000,8.900,0.000,807.779,157.655,0
62.537,575,374.562,384.363,48.129,8.900,0.000,8.900,0.000,806.891,158.289,0
62.646,576,375.156,385.026,48.129,8.900,0.000,8.900,0.000,806.003,158.923,0
62.753,577,375.750,385.689,48.129,8.900,0.000,8.900,0.000,805.115,159.557,0
62.863,578,376.344,386.351,48.129,8.900,0.000,8.900,0.000,804.227,160.192,0
62.972,579,376.938,387.014,48.129,8.900,0.000,8.900,0.000,803.338,160.826,0
63.080,580,377.532,387.677,48.129,8.900,0.000,8.900,0.000,802.450,161.461,0
63.188,581,378.127,388.340,48.129,8.900,0.000,8.900,0.000,801.562,162.096,0
63.296,582,378.721,389.002,48.129,8.900,0.000,8.900,0.000,800.674,162.731,0
63.404,583,379.315,389.665,48.129,8.900,0.000,8.900,0.000,799.786,163.366,0
63.514,584,379.909,390.328,48.129,8.900,0.000,8.900,0.000,798.897,164.001,0
63.622,585,380.503,390.991,48.129,8.900,0.000,8.900,0.000,798.009,164.637,0
63.730,586,381.097,391.653,48.129,8.900,0.000,8.900,0.000,797.121,165.272,0
63.839,587,381.691,392.316,48.129,8.900,0.000,8.900,0.000,796.233,165.740,0
63.949,588,382.285,392.979,48.129,8.900,0.000,8.900,0.000,795.345,165.157,0
64.057,589,382.879,393.642,48.129,8.900,0.000,8.900,0.000,794.457,164.574,0
64.167,590,383.473,394.304,48.129,8.900,0.000,8.900,0.000,793.568,163.991,0
64.277,591,384.067,394.967,48.129,8.900,0.000,8.900,0.000,792.680,163.409,0
64.385,592,384.661,395.630,48.129,8.900,0.000,8.900,0.000,791.792,162.214,0
64.494,593,385.255,396.292,48.129,8.900,0.000,8.900,0.000,790.904,160.835,0
64.604,594,385.849,396.955,48.129,8.900,0.000,8.900,0.000,790.016,159.457,0
64.712,595,386.443,397.618,48.129,8.900,0.000,8.900,0.000,789.128,158.078,0
64.818,596,387.037,398.281,48.129,8.900,0.000,8.900,0.000,788.239,156.699,0
64.926,597,387.631,398.943,48.129,8.900,0.000,8.900,0.000,787.351,155.321,0
65.034,598,388.225,399.606,48.129,8.900,0.000,8.900,0.000,786.463,153.942,0
65.143,599,388.819,400.269,48.129,8.900,0.000,8.900,0.000,785.575,152.564,0
65.251,600,389.413,400.932,48.129,8.900,0.000,8.900,0.000,784.687,151.185,0
65.358,601,390.007,401.594,48.129,8.900,0.000,8.900,0.000,783.799,149.807,0
65.468,602,390.601,402.257,48.129,8.900,0.000,8.900,0.000,782.911,148.429,0
65.576,603,391.195,402.920,48.129,8.900,0.000,8.900,0.000,782.023,147.050,0
65.685,604,391.789,403.583,48.129,8.900,0.000,8.900,0.000,781.134,145.672,0
65.792,605,392.383,404.245,48.129,8.900,0.000,8.900,0.000,780.246,144.294,0
65.903,606,392.978,404.908,48.129,8.900,0.000,8.900,0.000,779.358,142.916,0
66.011,607,393.572,405.571,48.129,8.900,0.000,8.900,0.000,778.470,141.538,0
66.119,608,394.166,406.233,48.129,8.900,0.000,8.900,0.000,777.582,140.160,0
66.227,609,394.760,406.896,48.129,8.900,0.000,8.900,0.000,776.694,138.782,0
66.335,610,395.354,407.559,48.129,8.900,0.000,8.900,0.000,775.806,137.404,0
66.445,611,395.948,408.222,48.129,8.900,0.000,8.900,0.000,774.918,136.026,0
66.553,612,396.542,408.884,48.129,8.900,0.000,8.900,0.000,774.030,134.648,0
66.662,613,397.136,409.547,48.129,8.900,0.000,8.900,0.000,773.142,133.271,0
66.769,614,397.730,410.210,48.129,8.900,0.000,8.900,0.000,772.254,131.893,0
66.878,615,398.324,410.873,48.129,8.900,0.000,8.900,0.000,771.366,130.516,0
66.989,616,398.918,411.535,48.129,8.900,0.000,8.900,0.000,770.478,129.138,0
67.099,617,399.512,412.198,48.129,8.900,0.000,8.900,0.000,769.589,127.761,0
67.210,618,400.106,412.861,48.129,8.900,0.000,8.900,0.000,768.701,126.384,0
67.319,619,400.700,413.524,48.129,8.900,0.000,8.900,0.000,767.813,125.007,0
67.428,620,401.294,414.186,48.129,8.900,0.000,8.900,0.000,766.925,123.630,0
67.537,621,401.888,414.849,48.129,8.900,0.000,8.900,0.000,766.037,122.253,0
67.646,622,402.482,415.512,48.129,8.900,0.000,8.900,0.000,765.149,120.876,0
67.755,623,403.076,416.174,48.129,8.900,0.000,8.900,0.000,764.261,119.499,0
67.865,624,403.670,416.837,48.129,8.900,0.000,8.900,0.000,763.373,118.122,0
67.973,625,404.264,417.500,48.129,8.900,0.000,8.900,0.000,762.485,116.745,0
68.083,626,404.858,418.163,48.129,8.900,0.000,8.900,0.000,761.597,115.369,0
68.191,627,405.452,418.825,48.129,8.900,0.000,8.900,0.000,760.709,113.993,0
68.300,628,406.046,419.488,48.129,8.900,0.000,8.900,0.000,759.821,112.616,0
68.409,629,406.640,420.151,48.129,8.900,0.000,8.900,0.000,758.933,111.240,0
68.518,630,407.239,420.810,47.747,8.900,-0.067,8.900,-0.067,758.045,110.585,0
68.627,631,407.837,421.468,47.747,8.900,0.000,8.900,0.000,757.157,108.523,0
68.736,632,408.436,422.127,47.747,8.900,0.000,8.900,0.000,756.268,107.148,0
68.846,633,409.034,422.786,47.747,8.900,0.000,8.900,0.000,755.380,105.773,0
68.954,634,409.633,423.445,47.747,8.900,0.000,8.900,0.000,754.491,104.399,0
69.062,635,410.231,424.103,47.747,8.900,0.000,8.900,0.000,753.603,103.024,0
69.170,636,410.830,424.762,47.747,8.900,0.000,8.900,0.000,752.715,101.650,0
69.279,637,411.428,425.421,47.747,8.900,0.000,8.900,0.000,751.826,100.275,0
69.387,638,412.026,426.080,47.747,8.900,0.000,8.900,0.000,750.938,98.901,0
69.497,639,412.625,426.738,47.747,8.900,0.000,8.900,0.000,750.050,97.527,0
69.607,640,413.223,427.397,47.747,8.900,0.000,8.900,0.000,749.161,96.153,0
69.716,641,413.822,428.056,47.747,8.900,0.000,8.900,0.000,748.273,94.779,0
69.825,642,414.420,428.715,47.747,8.900,0.000,8.900,0.000,747.385,93.406,0
69.934,643,415.019,429.373,47.747,8.900,0.000,8.900,0.000,746.496,92.032,0
70.043,644,415.617,430.032,47.747,8.900,0.000,8.900,0.000,745.608,90.659,0
70.151,645,416.216,430.691,47.747,8.900,0.000,8.900,0.000,744.720,89.286,0
70.260,646,416.814,431.350,47.747,8.900,0.000,8.900,0.000,743.832,87.913,0
70.370,647,417.413,432.009,47.747,8.900,0.000,8.900,0.000,742.943,86.540,0
70.478,648,418.011,432.667,47.747,8.900,0.000,8.900,0.000,742.055,85.168,0
70.587,649,418.609,433.326,47.747,8.900,0.000,8.900,0.000,741.167,83.795,0
70.696,650,419.208,433.985,47.747,8.900,0.000,8.900,0.000,740.278,82.423,0
70.804,651,419.806,434.644,47.747,8.900,0.000,8.900,0.000,739.390,81.051,0
70.914,652,420.405,435.302,47.747,8.900,0.000,8.900,0.000,738.502,79.679,0
71.022,653,421.003,435.961,47.747,8.900,0.000,8.900,0.000,737.614,78.308,0
71.131,654,421.602,436.620,47.747,8.900,0.000,8.900,0.000,736.725,76.937,0
71.241,655,422.200,437.279,47.747,8.900,0.000,8.900,0.000,735.837,75.565,0
71.348,656,422.799,437.937,47.747,8.900,0.000,8.900,0.000,734.949,74.195,0
71.456,657,423.397,438.596,47.747,8.900,0.000,8.900,0.000,734.060,72.824,0
71.565,658,423.995,439.255,47.747,8.900,0.000,8.900,0.000,733.172,71.454,0
71.674,659,424.594,439.914,47.747,8.900,0.000,8.900,0.000,732.284,70.084,0
71.783,660,425.192,440.572,47.747,8.900,0.000,8.900,0.000,731.396,68.714,0
71.893,661,425.791,441.231,47.747,8.900,0.000,8.900,0.000,730.507,67.345,0
72.000,662,426.389,441.890,47.747,8.900,0.000,8.900,0.000,729.619,65.976,0
72.109,663,426.988,442.549,47.747,8.900,0.000,8.900,0.000,728.731,64.607,0
72.217,664,427.586,443.207,47.747,8.900,0.000,8.900,0.000,727.843,63.239,0
72.326,665,428.185,443.866,47.747,8.900,0.000,8.900,0.000,726.955,61.871,0
72.435,666,428.783,444.525,47.747,8.900,0.000,8.900,0.000,726.066,60.503,0
72.544,667,429.381,445.184,47.747,8.900,0.000,8.900,0.000,725.178,59.136,0
72.652,668,429.980,445.842,47.747,8.900,0.000,8.900,0.000,724.290,57.769,0
72.762,669,430.578,446.501,47.747,8.900,0.000,8.900,0.000,723.402,56.403,0
72.871,670,431.177,447.160,47.747,8.900,0.000,8.900,0.000,722.513,55.037,0
72.981,671,431.775,447.819,47.747,8.900,0.000,8.900,0.000,721.625,53.672,0
73.090,672,432.374,448.477,47.747,8.900,0.000,8.900,0.000,720.737,52.307,0
73.199,673,432.972,449.136,47.747,8.900,0.000,8.900,0.000,719.849,50.943,0
73.308,674,433.571,449.795,47.747,8.900,0.000,8.900,0.000,718.961,49.580,0
73.418,675,434.169,450.454,47.747,8.900,0.000,8.900,0.000,718.072,48.217,0
73.527,676,434.767,451.112,47.747,8.900,0.000,8.900,0.000,717.184,46.854,0
73.635,677,435.366,451.771,47.747,8.900,0.000,8.900,0.000,716.296,45.493,0
73.746,678,435.964,452.430,47.747,8.900,0.000,8.900,0.000,715.408,44.132,0
73.854,679,436.563,453.089,47.747,8.900,0.000,8.900,0.000,714.520,42.772,0
73.963,680,437.161,453.748,47.747,8.900,0.000,8.900,0.000,713.632,41.413,0
74.072,681,437.760,454.406,47.747,8.900,0.000,8.900,0.000,712.743,40.055,0
74.181,682,438.358,455.065,47.747,8.900,0.000,8.900,0.000,711.855,38.697,0
74.292,683,438.957,455.724,47.747,8.900,0.000,8.900,0.000,710.967,37.341,0
74.402,684,439.555,456.383,47.747,8.900,0.000,8.900,0.000,710.079,35.986,0
74.510,685,440.153,457.041,47.747,8.900,0.000,8.900,0.000,709.191,34.632,0
74.620,686,440.752,457.700,47.747,8.900,0.000,8.900,0.000,708.303,33.279,0
74.727,687,441.350,458.359,47.747,8.900,0.000,8.900,0.000,707.415,31.927,0
74.837,688,441.949,459.018,47.747,8.900,0.000,8.900,0.000,706.527,30.577,0
74.947,689,442.547,459.676,47.747,8.900,0.000,8.900,0.000,705.638,29.229,0
75.056,690,443.146,460.335,47.747,8.900,0.000,8.900,0.000,704.750,27.882,0
75.165,691,443.744,460.994,47.747,8.900,0.000,8.900,0.000,703.862,26.537,0
75.278,692,444.343,461.653,47.747,8.900,0.000,8.900,0.000,702.974,25.194,0
75.387,693,444.941,462.311,47.747,8.900,0.000,8.900,0.000,702.086,23.853,0
75.496,694,445.539,462.970,47.747,8.900,0.000,8.900,0.000,701.198,22.514,0
75.605,695,446.138,463.629,47.747,8.900,0.000,8.900,0.000,700.310,21.178,0
75.714,696,446.736,464.288,47.747,8.900,0.000,8.900,0.000,699.422,19.844,0
75.824,697,447.335,464.946,47.747,8.900,0.000,8.900,0.000,698.534,18.514,0
75.933,698,447.933,465.605,47.747,8.900,0.000,8.900,0.000,697.646,17.186,0
76.042,699,448.532,466.264,47.747,8.900,0.000,8.900,0.000,696.758,15.863,0
76.150,700,449.130,466.923,47.747,8.900,0.000,8.900,0.000,695.869,14.543,0
76.258,701,449.729,467.581,47.747,8.900,0.000,8.900,0.000,694.981,13.227,0
76.367,702,450.327,468.240,47.747,8.900,0.000,8.900,0.000,694.093,11.917,0
76.474,703,450.925,468.899,47.747,8.900,0.000,8.900,0.000,693.205,10.612,0
76.584,704,451.524,469.558,47.747,8.900,0.000,8.900,0.000,692.317,9.313,0
76.693,705,452.122,470.216,47.747,8.900,0.000,8.900,0.000,691.429,8.021,0
76.801,706,452.721,470.875,47.747,8.900,0.000,8.900,0.000,690.541,6.736,0
76.911,707,453.319,471.534,47.747,8.900,0.000,8.900,0.000,689.653,5.460,0
77.019,708,453.918,472.193,47.747,8.900,0.000,8.900,0.000,688.765,4.194,0
77.128,709,454.516,472.852,47.747,8.900,0.000,8.900,0.000,687.877,2.939,0
77.236,710,455.115,473.510,47.747,8.900,0.000,8.900,0.000,686.989,1.697,0
77.344,711,455.709,474.173,48.129,8.900,0.067,8.900,0.067,686.102,1.356,0
77.453,712,456.294,474.844,48.892,8.900,0.133,8.900,0.133,685.215,1.869,0
77.561,713,456.870,475.522,49.656,8.900,0.133,8.900,0.133,684.329,1.087,0
77.669,714,457.432,476.212,50.802,8.900,0.200,8.900,0.200,683.446,2.593,0
77.777,715,457.981,476.912,51.948,8.900,0.200,8.900,0.200,682.565,2.213,0
77.886,716,458.515,477.624,53.094,8.900,0.200,8.900,0.200,681.686,1.929,0
77.996,717,459.036,478.346,54.240,8.900,0.200,8.900,0.200,680.811,1.743,0
78.105,718,459.541,479.079,55.386,8.900,0.200,8.900,0.200,679.939,1.658,0
78.214,719,460.032,479.821,56.532,8.900,0.200,8.900,0.200,679.071,1.650,0
78.322,720,460.508,480.573,57.678,8.900,0.200,8.900,0.200,678.206,1.656,0
78.431,721,460.969,481.335,58.824,8.900,0.200,8.900,0.200,677.347,1.657,0
78.538,722,461.414,482.105,59.970,8.900,0.200,8.900,0.200,676.492,1.669,0
78.647,723,461.844,482.885,61.116,8.900,0.200,8.900,0.200,675.643,1.685,0
78.756,724,462.258,483.672,62.261,8.900,0.200,8.900,0.200,674.799,1.702,0
78.865,725,462.656,484.468,63.407,8.900,0.200,8.900,0.200,673.961,1.733,0
78.975,726,463.039,485.272,64.553,8.900,0.200,8.900,0.200,673.130,1.756,0
79.084,727,463.411,486.081,65.317,8.900,0.133,8.900,0.133,672.302,0.681,0
79.192,728,463.771,486.894,66.081,8.900,0.133,8.900,0.133,671.480,0.769,0
79.302,729,464.121,487.712,66.845,8.900,0.133,8.900,0.133,670.662,0.862,0
79.411,730,464.460,488.535,67.609,8.900,0.133,8.900,0.133,669.850,0.956,0
79.518,731,464.788,489.363,68.373,8.900,0.133,8.900,0.133,669.042,1.058,0
79.628,732,465.111,490.192,68.755,8.900,0.067,8.900,0.067,668.237,0.538,0
79.737,733,465.428,491.024,69.137,8.900,0.067,8.900,0.067,667.435,0.690,0
79.844,734,465.739,491.858,69.519,8.900,0.067,8.900,0.067,666.636,0.836,0
79.953,735,466.051,492.691,69.519,8.900,0.000,8.900,0.000,665.836,0.569,0
80.063,736,466.362,493.525,69.519,8.900,0.000,8.900,0.000,665.038,0.759,0
80.171,737,466.679,494.357,69.137,8.900,-0.067,8.900,-0.067,664.236,0.607,0
80.281,738,467.002,495.186,68.755,8.900,-0.067,8.900,-0.067,663.433,0.840,0
80.391,739,467.335,496.011,67.991,8.900,-0.133,8.900,-0.133,662.624,0.793,0
80.497,740,467.680,496.832,67.227,8.900,-0.133,8.900,-0.133,661.811,1.068,0
80.606,741,468.040,497.646,66.081,8.900,-0.200,8.900,-0.200,660.991,1.115,0
80.715,742,468.417,498.452,64.935,8.900,-0.200,8.900,-0.200,660.165,1.431,0
80.825,743,468.811,499.250,63.789,8.900,-0.200,8.900,-0.200,659.332,1.734,0
80.933,744,469.220,500.041,62.643,8.900,-0.200,8.900,-0.200,658.493,2.023,0
81.042,745,469.644,500.823,61.498,8.900,-0.200,8.900,-0.200,657.649,2.300,0
81.153,746,470.079,501.599,60.734,8.900,-0.133,8.900,-0.133,656.801,2.581,0
81.264,747,470.525,502.370,59.970,8.900,-0.133,8.900,-0.133,655.949,2.923,0
81.372,748,470.980,503.134,59.206,8.900,-0.133,8.900,-0.133,655.094,3.323,0
81.480,749,471.446,503.893,58.442,8.900,-0.133,8.900,-0.133,654.237,3.779,0
81.590,750,471.922,504.645,57.678,8.900,-0.133,8.900,-0.133,653.376,4.288,0
81.700,751,472.408,505.390,56.914,8.900,-0.133,8.900,-0.133,652.512,4.846,0
81.809,752,472.904,506.130,56.150,8.900,-0.133,8.900,-0.133,651.646,5.450,0
81.917,753,473.409,506.862,55.386,8.900,-0.133,8.900,-0.133,650.777,6.098,0
82.026,754,473.924,507.588,54.622,8.900,-0.133,8.900,-0.133,649.905,6.785,0
82.134,755,474.449,508.306,53.858,8.900,-0.133,8.900,-0.133,649.031,7.509,0
82.245,756,474.979,509.022,53.476,8.900,-0.067,8.900,-0.067,648.156,8.267,0
82.352,757,475.514,509.733,53.094,8.900,-0.067,8.900,-0.067,647.281,9.062,0
82.461,758,476.053,510.441,52.712,8.900,-0.067,8.900,-0.067,646.404,9.891,0
82.570,759,476.597,511.146,52.330,8.900,-0.067,8.900,-0.067,645.526,10.752,0
82.678,760,477.145,511.847,51.948,8.900,-0.067,8.900,-0.067,644.647,11.641,0
82.787,761,477.698,512.544,51.566,8.900,-0.067,8.900,-0.067,643.768,12.557,0
82.895,762,478.256,513.237,51.184,8.900,-0.067,8.900,-0.067,642.887,13.498,0
83.006,763,478.819,513.927,50.802,8.900,-0.067,8.900,-0.067,642.006,14.461,0
83.116,764,479.386,514.613,50.420,8.900,-0.067,8.900,-0.067,641.124,15.444,0
83.225,765,479.957,515.295,50.038,8.900,-0.067,8.900,-0.067,640.241,16.447,0
83.335,766,480.534,515.973,49.656,8.900,-0.067,8.900,-0.067,639.357,17.467,0
83.443,767,481.114,516.648,49.274,8.900,-0.067,8.900,-0.067,638.473,18.503,0
83.553,768,481.699,517.319,48.892,8.900,-0.067,8.900,-0.067,637.588,19.554,0
83.663,769,482.289,517.985,48.511,8.900,-0.067,8.900,-0.067,636.703,20.619,0
83.769,770,482.883,518.648,48.129,8.900,-0.067,8.900,-0.067,635.817,21.695,0
83.878,771,483.481,519.307,47.747,8.900,-0.067,8.900,-0.067,634.930,22.784,0
83.988,772,484.084,519.961,47.365,8.900,-0.067,8.900,-0.067,634.043,23.882,0
84.096,773,484.691,520.612,46.983,8.900,-0.067,8.900,-0.067,633.155,24.990,0
84.205,774,485.303,521.259,46.601,8.900,-0.067,8.900,-0.067,632.268,26.107,0
84.313,775,485.919,521.901,46.219,8.900,-0.067,8.900,-0.067,631.379,27.232,0
84.422,776,486.535,522.544,46.219,8.900,0.000,8.900,0.000,630.491,28.364,0
84.532,777,487.150,523.187,46.219,8.900,0.000,8.900,0.000,629.603,29.508,0
84.640,778,487.766,523.829,46.219,8.900,0.000,8.900,0.000,628.714,30.662,0
84.748,779,488.382,524.472,46.219,8.900,0.000,8.900,0.000,627.826,31.826,0
